rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure
RH_fiche_109_,Ref_0109,,31,=31=,Labège,,Centre social Escalquens / CCAS,,31670,Mairie d'Escalquens Place François Mitterrand,,Mairie d'Escalquens Place François Mitterrand 31670 Labège,,,,Centre social,,05 62 71 56 75
RH_fiche_110_,Ref_0110,,31,=31=,Lagardelle-sur-Lèze,,EVOLFABLAB,,31870,289 route de la fontannasse,,289 route de la fontannasse 31870 Lagardelle-sur-Lèze,,,ASSOCIATION,,,06 20 22 11 48
RH_fiche_111_,Ref_0111,,31,=31=,Lagardelle-sur-Lèze,,Mairie,,31870,,,31870 Lagardelle-sur-Lèze,,,,,,
RH_fiche_112_,Ref_0112,,31,=31=,Lagardelle-sur-Lèze,,Médiathèque municipale,,31870,3 Château de Vignaou,,3 Château de Vignaou 31870 Lagardelle-sur-Lèze,,,,,,
RH_fiche_113_,Ref_0113,,31,=31=,Le Fauga,,Desir informatique faugatien,,31410,1 Place de la HALLE,,1 Place de la HALLE 31410 Le Fauga,,,Association,,,
RH_fiche_114_,Ref_0114,,31,=31=,Le Fauga,,mairie La Fauga,,31410,1 Place de la Halle,,1 Place de la Halle 31410 Le Fauga,,,collectivité territoriale,,,
RH_fiche_115_,Ref_0115,,31,=31=,Lespinasse,,PCWORKS31,,31150,2 Allée Pierre-paul Riquet,,2 Allée Pierre-paul Riquet 31150 Lespinasse,,,,,,0954 882 757
RH_fiche_116_,Ref_0116,,31,=31=,Lherm,,C N S Communications,,31600,9 Rue de la Foret,,9 Rue de la Foret 31600 Lherm,,,,,,
RH_fiche_117_,Ref_0117,,31,=31=,Léguevin,,centre social La Maison des Quartiers,,31490,49 rue Pipet,,49 rue Pipet 31490 Léguevin,,,,Centre social,,05 61 06 90 13
RH_fiche_118_,Ref_0118,,31,=31=,Lévignac,,centre social Vallée de la Save,Communauté de communes de la Save au Touch,31530,5 rue de la Mairie,,5 rue de la Mairie 31530 Lévignac,,,,Centre social,,05 62 13 80 20
RH_fiche_119_,Ref_0119,,31,=31=,Merville,,Centre Social de Merville / CCAS,,31330,50 rue du 19 mars 1962,,50 rue du 19 mars 1962 31330 Merville,,,,Centre social,,05 62 13 40 95
RH_fiche_120_,Ref_0120,,31,=31=,Miremont,,Médiathèque,,31190,Place Carreties,,Place Carreties 31190 Miremont,,,,,,05 61 50 67 05
RH_fiche_121_,Ref_0121,,31,=31=,Montbrun Bocage,,L'ordinateur facile,,31310,3 rue du Rebarat,,3 rue du Rebarat 31310 Montbrun Bocage,,,Association,,,06 51 91 40 96
RH_fiche_122_,Ref_0122,,31,=31=,Montrejeau,,SARAPP Montrejeau,,31210,,,31210 Montrejeau,,,,,,05.61.94.59.82
RH_fiche_123_,Ref_0123,,31,=31=,Nailloux,,France Services - CC Terres du Lauragais,Communauté de communes,31560,1 rue de la république,,1 rue de la république 31560 Nailloux,,,collectivité territoriale,,,
RH_fiche_124_,Ref_0124,,31,=31=,Pibrac,,Maison des Initiatives Sociales et Culturelles,,31820,1 Impasse de la Gare,,1 Impasse de la Gare 31820 Pibrac,,,,Centre social,,
RH_fiche_125_,Ref_0125,,31,=31=,Plaisance du Touch,,centre social Sesame,,31830,1 rue des Tilleuls,,1 rue des Tilleuls 31830 Plaisance du Touch,,,,Centre social,,05 62 13 52 57
RH_fiche_126_,Ref_0126,,31,=31=,Puydaniel,,Solidarité Numérique CCAS,ASSOCIATION PLANETE SCIENCES OCCITANIE,31190,8 avenue des Pyrénées,,8 avenue des Pyrénées 31190 Puydaniel,,,collectivité territoriale,,,05 61 50 72 44
RH_fiche_127_,Ref_0127,,31,=31=,Ramonville,,"Le PIC : ""Projet Internet et Citoyenneté""",,31520,14 chemin pouciquot,,14 chemin pouciquot 31520 Ramonville,,,Association,,,06 76 08 88 39 ou 06 01 22 32 91
RH_fiche_128_,Ref_0128,,31,=31=,Ramonville,,Le F@bRiquet,,31520,14 rue Hermes,,14 rue Hermes 31520 Ramonville,,,ASSOCIATION,,,05 61 73 10 22
RH_fiche_129_,Ref_0129,,31,=31=,Rieumes,,France Services - CC Cœur de Garonne,Communauté de Communes Cœur de Garonne,31370,2 Place du marché à la volaille,,2 Place du marché à la volaille 31370 Rieumes,,,collectivité territoriale,,,
RH_fiche_130_,,,,,,,,,,,,,,,,,,
RH_fiche_131_,Ref_0131,,31,=31=,Saint Gaudens,,MJC / cyber-base du Saint-Gaudinois,,31800,1 place du maréchal juin,,1 place du maréchal juin 31800 Saint Gaudens,,,Association,,,05 61 94 66 45
RH_fiche_132_,Ref_0132,,31,=31=,Saint Gaudens,,Club de prévention Saint Gaudens,Conseil Départemental,31800,5 rue de la République,,5 rue de la République 31800 Saint Gaudens,,,collectivité territoriale,club de prévention,,05 61 95 10 66
RH_fiche_133_,Ref_0133,,31,=31=,Saint Gaudens,,TIERS LIEUX EN COMMINGES,MAISON DE L AVENIR COMMINGES PYRENEES,31800,1 place Maréchal Juin,,1 place Maréchal Juin 31800 Saint Gaudens,,,ASSOCIATION,,,05.61.94.66.45
RH_fiche_134_,Ref_0134,,31,=31=,Saint Gaudens,,Cyber-base,,31800,1 Place du Marechal Juin,,1 Place du Marechal Juin 31800 Saint Gaudens,,,,,,
RH_fiche_135_,Ref_0135,,31,=31=,Saint Orens,,CCAS,,31650,Place de la fraternité 2 Rosa Parks,,Place de la fraternité 2 Rosa Parks 31650 Saint Orens,,,collectivité territoriale,,,05 61 39 54 05
RH_fiche_136_,Ref_0136,,31,=31=,Saint Orens de Gameville,,Espace Pour Tous,,31650,2 Rue des Muriers,,2 Rue des Muriers 31650 Saint Orens de Gameville,,,collectivité territoriale,Centre social,,05 61 39 54 03
RH_fiche_137_,Ref_0137,,31,=31=,Saint-Jean,,Mairie,COMMUNE DE ST JEAN,31240,33 ter route d'Albi,,33 ter route d'Albi 31240 Saint-Jean,,,collectivité territoriale,,,05 32 09 68 37
RH_fiche_138_,Ref_0138,,31,=31=,Saint-Jean,,MJC Les Granges / Saint Jean,,31240,33 route d'Albi,ter,33 route d'Albi 31240 Saint-Jean,,,,,,05 32 09 67 50
RH_fiche_139_,Ref_0139,,31,=31=,Saint-Jean,,Centre Social Les Granges / Saint Jean,,31240,33 route d'Albi,ter,33 route d'Albi 31240 Saint-Jean,,,,Centre social,,05 32 09 68 37
RH_fiche_140_,Ref_0140,,31,=31=,Saint-Jean,,CREATEC - LES GRANGES,ASSOCIATION MJC SAINT JEAN,31240,33 terue route d'Albi,,33 terue route d'Albi 31240 Saint-Jean,,,ASSOCIATION,,,
RH_fiche_141_,Ref_0141,,31,=31=,Saint-Lys,,MJC-Centre social,,31470,1 Rue des Glycines,,1 Rue des Glycines 31470 Saint-Lys,,,,Centre social,,05 34 48 56 91
RH_fiche_142_,Ref_0142,,31,=31=,Toulouse,,Bibliotheque Grand M,,31000,37 avenue de la Reynerie,,37 avenue de la Reynerie 31000 Toulouse,,,collectivité territoriale,Bibliothèque,,05 81 91 79 40
RH_fiche_143_,Ref_0143,,31,=31=,Toulouse,,Combustible numérique,,31200,Atelier TA – 32 rue des Jumeaux,,Atelier TA – 32 rue des Jumeaux 31200 Toulouse,,,Association,Intervention itinérante  possible auprès de structures ou collectivités,,06 52 06 14 15
RH_fiche_144_,Ref_0144,,31,=31=,Toulouse,,Trajectoire vers l'emploi,,31000,18 rue des couteliers,,18 rue des couteliers 31000 Toulouse,,,Association,Association,,05 34 41 15 99
RH_fiche_145_,Ref_0145,,31,=31=,Toulouse,,Lieu Ressource Formation,,31100,11 Place André Abbal,,11 Place André Abbal 31100 Toulouse,,,Association,Organisme de formation,,05 62 48 53 20
RH_fiche_146_,Ref_0146,,31,=31=,Toulouse,,CSF – Section Mirail,,31000,14 cheminement le Tintoret,,14 cheminement le Tintoret 31000 Toulouse,,,Association,Association,,
RH_fiche_147_,Ref_0147,,31,=31=,Toulouse,,ADPAM,,31000,,,31000 Toulouse,,,Association,,,
RH_fiche_148_,Ref_0148,,31,=31=,Toulouse,,Mieux Vivre Ensemble à la Gloire,,31000,2 rue du général Baurot,,2 rue du général Baurot 31000 Toulouse,,,Association,,,
RH_fiche_149_,Ref_0149,,31,=31=,Toulouse,,Mission Locale Bagatelle,Mission locale Toulouse,31100,35 rue du Lot,,35 rue du Lot 31100 Toulouse,,,,,,05 61 41 35 28
RH_fiche_150_,Ref_0150,,31,=31=,Toulouse,,ASTREE,,31000,,,31000 Toulouse,,,Association,,,
RH_fiche_151_,Ref_0151,,31,=31=,Toulouse,,La case de santé,,31000,17 place Arnaud Bernard,,17 place Arnaud Bernard 31000 Toulouse,,,Association,,,05 61 23 62 35
RH_fiche_152_,Ref_0152,,31,=31=,Toulouse,,Café social,,31000,38 rue Roquelaine,,38 rue Roquelaine 31000 Toulouse,,,Association,,,06 18 57 02 52
RH_fiche_153_,Ref_0153,,31,=31=,Toulouse,,Mairie de quartier de Serveyrolles – Soupetard,,31000,,,31000 Toulouse,,,collectivité territoriale,Mairie de quartier,,
RH_fiche_154_,Ref_0154,,31,=31=,Toulouse,,Maison de la citoyenneté Centre,,31000,5 rue Paul Mériel,,5 rue Paul Mériel 31000 Toulouse,,,collectivité territoriale,Maison de la citoyenneté,,
RH_fiche_155_,Ref_0155,,31,=31=,Toulouse,,CCAS,,31000,2 bis rue de belfort,,2 bis rue de belfort 31000 Toulouse,,,collectivité territoriale,,,05 61 58 85 85
RH_fiche_156_,Ref_0156,,31,=31=,Toulouse,,Centre d'Animation Soupetard,Toulouse Metropôle,31500,63 Chemin de Hérédia,,63 Chemin de Hérédia 31500 Toulouse,,,,,,05 31 22 99 70
RH_fiche_157_,Ref_0157,,31,=31=,Toulouse,,MediPass,,31000,Le Clos Cezanne 40 chemin Amouroux,,Le Clos Cezanne 40 chemin Amouroux 31000 Toulouse,,,Association,,,06 10 45 05 29
RH_fiche_158_,Ref_0158,,31,=31=,Toulouse,,Olympe SAVIF,,31000,3 Place Guy Hersant,Maison des associations,3 Place Guy Hersant 31000 Toulouse,,,Association,,,05 61 25 16 13
RH_fiche_159_,Ref_0159,,31,=31=,Toulouse,,CPAM Bagatelle,CPAM,31100,33 rue du Lot,,33 rue du Lot 31100 Toulouse,,,,Antenne CPAM,,
RH_fiche_160_,Ref_0160,,31,=31=,Toulouse,,Partage Faourette,,31100,13 rue de l'ukraine,,13 rue de l'ukraine 31100 Toulouse,,,,Centre social,,05 34 60 13 16
RH_fiche_161_,Ref_0161,,31,=31=,Toulouse,,Pôle Emploi La Cepiere,Pôle Emploi,31100,4 Chemin du Pigeonnierue de Cepière,,4 Chemin du Pigeonnierue de Cepière 31100 Toulouse,,,,Agence Pôle Emploi,,39 49
RH_fiche_162_,Ref_0162,,31,=31=,Toulouse,,"Pôle Emploi
Bellefontaine",Pôle Emploi,31100,63 allées de Bellefontaine,,63 allées de Bellefontaine 31100 Toulouse,,,,Agence Pôle Emploi,,39 49
RH_fiche_163_,Ref_0163,,31,=31=,Toulouse,,APSEM,,31100,3 rue Erik SATIE BP 35711,31057 Toulouse cedex 1,3 rue Erik SATIE BP 35711 31100 Toulouse,,,Association,,,05 34 60 39 40
RH_fiche_164_,Ref_0164,,31,=31=,Toulouse,,Bell'Arc en Ciel,,31100,14 passage G Duhamel,Apt 299,14 passage G Duhamel 31100 Toulouse,,,Association,,,09 66 82 55 84
RH_fiche_165_,Ref_0165,,31,=31=,Toulouse,,Maison des Solidarites,Conseil Départemental,31100,9 rue du Doyen Lefebvre,,9 rue du Doyen Lefebvre 31100 Toulouse,,,collectivité territoriale,,,
RH_fiche_166_,Ref_0166,,31,=31=,Toulouse,,Regie de quartier Bellefontaine Services,,31100,41 rue Rimont,,41 rue Rimont 31100 Toulouse,,,Association,,,09 53 17 88 71
RH_fiche_167_,Ref_0167,,31,=31=,Toulouse,,Conciergerie solidaire Desbals services,,31100,135 rue henri desbals,,135 rue henri desbals 31100 Toulouse,,,Association,,,05 62 14 12 55
RH_fiche_168_,Ref_0168,,31,=31=,Toulouse,,Les imaginations fertiles,,31100,2 rue Raymond Lizop,,2 rue Raymond Lizop 31100 Toulouse,,,Association,,,05 61 40 92 16
RH_fiche_169_,Ref_0169,,31,=31=,Toulouse,,"Regie de quartier
Reynerie Services",,31100,14 avenue Winston Churchill,,14 avenue Winston Churchill 31100 Toulouse,,,Association,,,
RH_fiche_170_,Ref_0170,,31,=31=,Toulouse,,Alliances et Cultures MUP,,31100,14 chemin du Mirail,,14 chemin du Mirail 31100 Toulouse,,,Association,,,05 61 44 67 63
RH_fiche_171_,Ref_0171,,31,=31=,Toulouse,,Mission Locale Mirail,Mission locale Toulouse,31100,4 allée André Maginot,,4 allée André Maginot 31100 Toulouse,,,Association,,,05 61 41 77 33
RH_fiche_172_,Ref_0172,,31,=31=,Toulouse,,Maison de l'initiative,,31100,,,31100 Toulouse,,,Association,,,05 34 63 81 10
RH_fiche_173_,Ref_0173,,31,=31=,Toulouse,,N pays Okhan,,31100,,,31100 Toulouse,,,Association,,,
RH_fiche_174_,Ref_0174,,31,=31=,Toulouse,,Parle avec elles,,31100,2 rue Jean Gilles,,2 rue Jean Gilles 31100 Toulouse,,,Association,,,
RH_fiche_175_,Ref_0175,,31,=31=,Toulouse,,L'Ecole et Nous,,31100,10 cheminement Le Tintoret,,10 cheminement Le Tintoret 31100 Toulouse,,,Association,,,
RH_fiche_176_,Ref_0176,,31,=31=,Toulouse,,Bas d'immeubles,,31100,3 chemin Vincent d'Indy,,3 chemin Vincent d'Indy 31100 Toulouse,,,Association,,,05.62.14.19.70 / 09 72 83 40 47
RH_fiche_177_,Ref_0177,,31,=31=,Toulouse,,Voir et comprendre,,31100,,,31100 Toulouse,,,Association,,,
RH_fiche_178_,Ref_0178,,31,=31=,Toulouse,,Centre social municipal Bellefontaine Lafourguette,,31100,3 impasse Foulquier,,3 impasse Foulquier 31100 Toulouse,,,,Centre social,,
RH_fiche_179_,Ref_0179,,31,=31=,Toulouse,,Centre social alliances & Cultures Mirail rive droite,,31100,2 cheminement andré messager,,2 cheminement andré messager 31100 Toulouse,,,,Centre social,,05 61 44 67 63
RH_fiche_180_,Ref_0180,,31,=31=,Toulouse,,"Centre social
CAF Reynerie",,31100,15 place Abbal,,15 place Abbal 31100 Toulouse,,,,Centre social,,05 34 60 83 92
RH_fiche_181_,Ref_0181,,31,=31=,Toulouse,,Espaces Seniors Connectes,,31100,14 place Abbal,,14 place Abbal 31100 Toulouse,,,Collectivité territoriale,,,
RH_fiche_182_,Ref_0182,,31,=31=,Toulouse,,point information jeunesse (PIJ) Mirail,,31100,6 chemin Edgarue Varese,,6 chemin Edgarue Varese 31100 Toulouse,,,,,,05 61 72 45 37
RH_fiche_183_,Ref_0183,,31,=31=,Toulouse,,PIJ,,31100,,,31100 Toulouse,,,,,,
RH_fiche_184_,Ref_0184,,31,=31=,Toulouse,,MCEF,,31100,57 allées de Bellefontaine,,57 allées de Bellefontaine 31100 Toulouse,,,,,,
RH_fiche_185_,Ref_0185,,31,=31=,Toulouse,,maison des solidarités Borderouge,Conseil départemental,31200,4 rue françoise d'eaubonne,Bat A,4 rue françoise d'eaubonne 31200 Toulouse,,,collectivité territoriale,,,05 34 36 17 00
RH_fiche_186_,Ref_0186,,31,=31=,Toulouse,,LA FABRIQUE SOLIDAIRE DES MINIMES (FA SOL MI),,31200,29 bis avenue des Mazades,local des Mazades,29 bis avenue des Mazades 31200 Toulouse,,,Association,,,05 61 25 38 28
RH_fiche_187_,Ref_0187,,31,=31=,Toulouse,,Pole Emploi Borderouge,Pole Emploi,31200,6 rue françoise d'eaubonne,Bat C,6 rue françoise d'eaubonne 31200 Toulouse,,,,Agence Pôle Emploi,,
RH_fiche_188_,Ref_0188,,31,=31=,Toulouse,,Parole expression,,31200,19 rue Marc Arcis,,19 rue Marc Arcis 31200 Toulouse,,,Association,,,05 82 95 67 80
RH_fiche_189_,Ref_0189,,31,=31=,Toulouse,,maison des solidarités Minimes,Conseil départemental,31200,33 rue joseph jacquard,,33 rue joseph jacquard 31200 Toulouse,,,collectivité territoriale,,,05 62 72 77 80
RH_fiche_190_,Ref_0190,,31,=31=,Toulouse,,Secours populaire,Secours populaire,31200,147 avenue des etats unis,,147 avenue des etats unis 31200 Toulouse,,,Association,,,05 34 40 34 40
RH_fiche_191_,Ref_0191,,31,=31=,Toulouse,,Secours catholique,Secours catholique,31200,place du marche aux cochons,,place du marche aux cochons 31200 Toulouse,,,Association,,,05 34 25 67 40
RH_fiche_192_,Ref_0192,,31,=31=,Toulouse,,point information jeunesse (PIJ) Quartier Nord,,31200,118 Boulevard Pierre et Marie Curie,,118 Boulevard Pierre et Marie Curie 31200 Toulouse,,,Association,,,05 62 72 23 78
RH_fiche_193_,Ref_0193,,31,=31=,Toulouse,,Entr'act solidarite,,31200,148 avenue de fronton,,148 avenue de fronton 31200 Toulouse,,,Association,,,05 61 55 59 26
RH_fiche_194_,Ref_0194,,31,=31=,Toulouse,,Mission Locale Antenne quartier nord,,31200,1 rue ernest renan,,1 rue ernest renan 31200 Toulouse,,,Association,,,05 61 57 59 92
RH_fiche_195_,Ref_0195,,31,=31=,Toulouse,,Centre social Alliances & Cultures Cap Nord,,31200,12 rue Clouet,,12 rue Clouet 31200 Toulouse,,,,Centre social,,05 61 13 35 96
RH_fiche_196_,Ref_0196,,31,=31=,Toulouse,,CCPS et CARMI,,31200,44 chemin des izards,,44 chemin des izards 31200 Toulouse,,,,Centre social,,05 62 72 48 50
RH_fiche_197_,Ref_0197,,31,=31=,Toulouse,,Alliances et Cultures Les Troênes,,31200,69 rue des Troênes,,69 rue des Troênes 31200 Toulouse,,,,Centre social,,05 61 57 14 71
RH_fiche_198_,Ref_0198,,31,=31=,Toulouse,,Antenne CCPS Picarel,,31200,26 allées Django Reinhard,,26 allées Django Reinhard 31200 Toulouse,,,,Centre social,,05 61 70 45 62
RH_fiche_199_,Ref_0199,,31,=31=,Toulouse,,Antenne CCPS Les Chênes,,31200,49 rue des mésanges,,49 rue des mésanges 31200 Toulouse,,,,Centre social,,05 62 75 46 29
RH_fiche_200_,Ref_0200,,31,=31=,Toulouse,,Centre social Izards/Borderouge,,31200,1 place Micoulaud,,1 place Micoulaud 31200 Toulouse,,,,Centre social,,05 67 04 14 80
RH_fiche_201_,Ref_0201,,31,=31=,Toulouse,,MJC Croix-Daurade,,31200,,,31200 Toulouse,,,,,,
RH_fiche_202_,Ref_0202,,31,=31=,Cugnaux,,Espace Arc-En-Ciel,,31270,1 rue Vincent Auriol,,1 rue Vincent Auriol 31270 Cugnaux,,,,Centre social,,05 62 87 30 11
RH_fiche_203_,Ref_0203,,31,=31=,Castanet-Tolosan,,maison des solidarités Castanet-Tolosan,Conseil départemental,31300,68 avenue de Lauragais,,68 avenue de Lauragais 31300 Castanet-Tolosan,,,Collectivité territoriale,,,05 62 71 91 80
RH_fiche_204_,Ref_0204,,31,=31=,Toulouse,,Centre Social – ASSQOT,,31300,18 rue Vincent Scotto,,18 rue Vincent Scotto 31300 Toulouse,,,,Centre social,,
RH_fiche_205_,Ref_0205,,31,=31=,Toulouse,,Centre social annexe Arenes romaines,,31300,107 avenue des Arènes Romaines,,107 avenue des Arènes Romaines 31300 Toulouse,,,,Centre social,,05 61 16 09 46
RH_fiche_206_,Ref_0206,,31,=31=,Toulouse,,CCPS Hameau de fleurance,,31300,12 impasse benozzi,,12 impasse benozzi 31300 Toulouse,,,,Centre social,,05 62 72 48 50
RH_fiche_207_,Ref_0207,,31,=31=,Toulouse,,Point Infomartions Jeunesse Empalot,,31400,,,31400 Toulouse,,,collectivité territoriale,,,
RH_fiche_208_,Ref_0208,,31,=31=,Toulouse,,Mediatheque Empalot,Toulouse Metropôle,31400,40 avenue jean moulin,,40 avenue jean moulin 31400 Toulouse,,,collectivité territoriale,,,
RH_fiche_209_,Ref_0209,,31,=31=,Toulouse,,maison des citoyennetes Niel,Toulouse Metropôle,31400,81 rue saint roch,,81 rue saint roch 31400 Toulouse,,,collectivité territoriale,,,
RH_fiche_210_,Ref_0210,,31,=31=,Toulouse,,Bibliotheque Mediatheque Rangueil,Toulouse Metropôle,31400,19 rue claude forbin,,19 rue claude forbin 31400 Toulouse,,,collectivité territoriale,,,
RH_fiche_211_,Ref_0211,,31,=31=,Toulouse,,Bib' Insa,,31400,135 avenue de rangueil,,135 avenue de rangueil 31400 Toulouse,,,,,,
RH_fiche_212_,Ref_0212,,31,=31=,Toulouse,,Bibliotheque Universitaire de Sciences,,31400,118 rte de narbonne,,118 rte de narbonne 31400 Toulouse,,,,,,
RH_fiche_213_,Ref_0213,,31,=31=,Toulouse,,Avenir Nouvelle maison des chomeurs,,31400,115 rue bonnat,,115 rue bonnat 31400 Toulouse,,,Association,,,05 34 31 33 11
RH_fiche_214_,Ref_0214,,31,=31=,Toulouse,,Maison Des Solidarités Empalot,Conseil Départemental,31400,32 allée henri sellier,,32 allée henri sellier 31400 Toulouse,,,collectivité territoriale,,,05 61 14 76 00
RH_fiche_215_,Ref_0215,,31,=31=,Toulouse,,Centre social Jean Moulin / Empalot (CAF),,31400,38 avenue jean moulin,,38 avenue jean moulin 31400 Toulouse,,,,Centre social,,05 34 31 94 42
RH_fiche_216_,Ref_0216,,31,=31=,Toulouse,,Mission Locale Empalot,Mission locale Toulouse,31400,6 Place Guy Hersant,,6 Place Guy Hersant 31400 Toulouse,,,collectivité territoriale,,,05 34 31 25 25
RH_fiche_217_,Ref_0217,,31,=31=,Toulouse,,Pole emploi St Michel,Pôle Emploi,31400,2 avenue de l'urss,,2 avenue de l'urss 31400 Toulouse,,,,Agence Pôle Emploi,,
RH_fiche_218_,Ref_0218,,31,=31=,Toulouse,,Pole emploi La plaine,Pôle Emploi,31400,1 impasse rene couzinet,,1 impasse rene couzinet 31400 Toulouse,,,,Agence Pôle Emploi,,
RH_fiche_219_,Ref_0219,,31,=31=,Toulouse,,Rangueil club de prevention,Toulouse Metropôle,31400,34 avenue de Rangueil,,34 avenue de Rangueil 31400 Toulouse,,,Collectivité territoriale,,,
