rh_id,n_ref,not_included,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
RH_fiche_67_,Ref_0067,,,11,=11=,Mouthoumet,,ADHCo Centre Social,,11330,23 Rue de la Gare,,23 Rue de la Gare 11330 Mouthoumet,,,,Centre social,,04 68 70 18 50,42.960106,2.528877,23 Rue de la Gare 11330 Mouthoumet,0.94,housenumber,11260_0090_00023,23,Rue de la Gare,,11330,Mouthoumet,"11, Aude, Occitanie",11260,,,
RH_fiche_68_,Ref_0068,,,11,=11=,Mouthoumet,,Maison de services au public POM'S de Mouthoumet,,11330,12 Rue de la Gare,,12 Rue de la Gare 11330 Mouthoumet,,,,MSAP,,04 68 42 12 95,42.960196,2.528048,12 Rue de la Gare 11330 Mouthoumet,0.94,housenumber,11260_0090_00012,12,Rue de la Gare,,11330,Mouthoumet,"11, Aude, Occitanie",11260,,,
RH_fiche_69_,Ref_0069,,,11,=11=,Félines-Termenès,,Maison de services au public POM'S de Félines-Termenès,,11330,20 Avenue Termenès,,20 Avenue Termenès 11330 Félines-Termenès,,,,MSAP,,,42.989157,2.615493,20 Avenue du Termenès 11330 Félines-Termenès,0.87,housenumber,11137_0041_00020,20,Avenue du Termenès,,11330,Félines-Termenès,"11, Aude, Occitanie",11137,,,
RH_fiche_70_,Ref_0070,,,11,=11=,Castelnaudary,,Mission Locale Ouest Audois,,11400,53 Boulevard Général Lapasset,,53 Boulevard Général Lapasset 11400 Castelnaudary,,,,Mission locale,,04 68 23 67,43.321257,1.950321,Boulevard Lapasset 11400 Castelnaudary,0.75,street,11076_1310,,Boulevard Lapasset,,11400,Castelnaudary,"11, Aude, Occitanie",11076,,,
RH_fiche_71_,Ref_0071,,,11,=11=,Castelnaudary,,Médiathèque Georges Canguilhem,,11400,8 Rue du Commandant Raynal,,8 Rue du Commandant Raynal 11400 Castelnaudary,,,,Médiathèque,,04 68 94 58 49,43.320146,1.949409,8 Rue du Commandant Raynal 11400 Castelnaudary,0.95,housenumber,11076_0785_00008,8,Rue du Commandant Raynal,,11400,Castelnaudary,"11, Aude, Occitanie",11076,,,
RH_fiche_72_,Ref_0072,,,11,=11=,Carcassonne,,Espace de co-oworking : L'Alpha'[R],CARCASSONNE AGGLO,11000,20 Rue Claude Chappe,,20 Rue Claude Chappe 11000 Carcassonne,,,,,,,43.21177,2.324315,20 Rue Claude Chappe 11000 Carcassonne,0.96,housenumber,11069_1009_00020,20,Rue Claude Chappe,,11000,Carcassonne,"11, Aude, Occitanie",11069,,,
RH_fiche_73_,Ref_0073,,,11,=11=,Carcassonne,,Ateliers Canopé,,11000,10 Boulevard Omer Sarraut,,10 Boulevard Omer Sarraut 11000 Carcassonne,,,Association,,,,43.216587,2.352707,10 Boulevard Omer Sarraut 11000 Carcassonne,0.97,housenumber,11069_3220_00010,10,Boulevard Omer Sarraut,,11000,Carcassonne,"11, Aude, Occitanie",11069,,,
RH_fiche_74_,Ref_0074,,,11,=11=,Carcassonne,,Point Numérique,Préfecture de l'Aude,11000,52 Rue Jean Bringer,,52 Rue Jean Bringer 11000 Carcassonne,,,,,,04 68 10 27 00,43.214867,2.353742,52 Rue Jean Bringer 11000 Carcassonne,0.97,housenumber,11069_2260_00052,52,Rue Jean Bringer,,11000,Carcassonne,"11, Aude, Occitanie",11069,,,
RH_fiche_75_,Ref_0075,,,11,=11=,Limoux,,Point Numérique,Préfecture de l'Aude,11300,12 rue du palais,,12 rue du palais 11300 Limoux,,,,,,04 68 31 03 50,43.054883,2.217804,12 Rue du Palais 11300 Limoux,0.96,housenumber,11206_1020_00012,12,Rue du Palais,,11300,Limoux,"11, Aude, Occitanie",11206,,,
RH_fiche_76_,Ref_0076,,,11,=11=,Vignevieille,,Maison de services au public POM'S de Vignevieille,,11330,6 rue du lavoir,,6 rue du lavoir 11330 Vignevieille,,,,MSAP,,04 68 70 06 81,43.005662,2.525325,Rue du Lavoir 11330 Vignevieille,0.88,street,11409_0050,,Rue du Lavoir,,11330,Vignevieille,"11, Aude, Occitanie",11409,,,
RH_fiche_77_,Ref_0077,,,11,=11=,Quillan,,Bibliothèque Municipale de Quillan,,11500,9 Place Raoul de Volontat,,9 Place Raoul de Volontat 11500 Quillan,,,,Bibliothèque,,04 68 31 15 46,42.875281,2.183676,9 Place Raoul de Volontat 11500 Quillan,0.95,housenumber,11304_0700_00009,9,Place Raoul de Volontat,,11500,Quillan,"11, Aude, Occitanie",11304,,,
RH_fiche_78_,Ref_0078,,,11,=11=,Villepinte,,Médiathèque de Villepinte,,11150,12 boulevard gambetta,,12 boulevard gambetta 11150 Villepinte,,,,Médiathèque,,01 55 85 96 33,43.281251,2.088425,12 Boulevard Gambetta 11150 Villepinte,0.95,housenumber,11434_0047_00012,12,Boulevard Gambetta,,11150,Villepinte,"11, Aude, Occitanie",11434,,,
RH_fiche_79_,Ref_0079,,,11,=11=,Narbonne,,MEDIATHEQUE DU GRAND NARBONNE,Grand Narbonne,11100,9 Boulevard Frédéric Mistral,,9 Boulevard Frédéric Mistral 11100 Narbonne,,,,Médiathèque,,04 68 43 40 40,43.187582,3.003669,Boulevard Frederic Mistral 11100 Narbonne,0.93,street,11262_2080,,Boulevard Frederic Mistral,,11100,Narbonne,"11, Aude, Occitanie",11262,,,
RH_fiche_80_,Ref_0080,,,11,=11=,LES ILHES CABARDES,,Maison de Services au Public du Haut Cabardès,,11380,Route de Mas-Cabardès,,Route de Mas-Cabardès 11380 LES ILHES CABARDES,,,,MSAP,,04 68 26 33 22,43.363067,2.376678,Route de Mas-Cabardès 11380 Les Ilhes,0.74,street,11174_0030,,Route de Mas-Cabardès,,11380,Les Ilhes,"11, Aude, Occitanie",11174,,,
RH_fiche_81_,Ref_0081,,,11,=11=,Bram,,Pop Coworking,,11150,2 impasse de malepère,,2 impasse de malepère 11150 Bram,,,,,,06 67 32 58 10,43.24197,2.092561,2 Impasse de la Malepère 11150 Bram,0.86,housenumber,11049_4154_00002,2,Impasse de la Malepère,,11150,Bram,"11, Aude, Occitanie",11049,,,
RH_fiche_82_,Ref_0082,,,11,=11=,SALLES-SUR-L’HERS,,Cowork'in Ganguise,,11410,Mairie,,Mairie 11410 SALLES-SUR-L’HERS,,,,,,06 77 87 39 84,43.292768,1.780235,Salles-sur-l'Hers,0.71,municipality,11371,,Salles-sur-l'Hers,,11410,Salles-sur-l'Hers,"11, Aude, Occitanie",11371,,,
RH_fiche_83_,Ref_0083,,,11,=11=,Sainte-Valière,,Médiathèque Lo Gal,,11120,7 Place de l'Église,,7 Place de l'Église 11120 Sainte-Valière,,,,Médiathèque,,04 68 46 31 19,43.272781,2.842222,7 Place de l’Eglise 11120 Sainte-Valière,0.94,housenumber,11366_0020_00007,7,Place de l’Eglise,,11120,Sainte-Valière,"11, Aude, Occitanie",11366,,,
RH_fiche_84_,Ref_0084,,,11,=11=,Rouffiac-d’Aude,,Médiathèque,Carcassonne Agglo,11250,Allée des Marronniers,,Allée des Marronniers 11250 Rouffiac-d’Aude,,,,Médiathèque,,04 68 26 48 95,43.128635,2.297558,Allée des Marronniers 11250 Rouffiac-d'Aude,0.95,street,11325_0044,,Allée des Marronniers,,11250,Rouffiac-d'Aude,"11, Aude, Occitanie",11325,,,
RH_fiche_85_,Ref_0085,,,11,=11=,CARCASSONNE,,LIEU RESSOURCES INSERTION,Ligue de l'enseignement,11000,16 rue Fédou,,16 rue Fédou 11000 CARCASSONNE,,,,,,04 68 25 99 88,43.213587,2.358548,16 Rue Fédou 11000 Carcassonne,0.97,housenumber,11069_1500_00016,16,Rue Fédou,,11000,Carcassonne,"11, Aude, Occitanie",11069,,,
RH_fiche_86_,Ref_0086,,,11,=11=,Gruissan,,MJC de Gruissan,,11430,Montée du Pech,,Montée du Pech 11430 Gruissan,,,,,,04 68 49 61 87,43.106805,3.090296,Montee du Pech 11430 Gruissan,0.95,street,11170_0167,,Montee du Pech,,11430,Gruissan,"11, Aude, Occitanie",11170,,,
RH_fiche_87_,Ref_0087,,,11,=11=,Carcassonne,,MJC de Carcassonne,,11000,91 rue Aimé Ramond,,91 rue Aimé Ramond 11000 Carcassonne,,,,,,04 68 11 17 00,43.211839,2.347837,91 Rue Aime Ramond 11000 Carcassonne,0.97,housenumber,11069_0080_00091,91,Rue Aime Ramond,,11000,Carcassonne,"11, Aude, Occitanie",11069,,,
RH_fiche_88_,Ref_0088,,,31,=31=,Arbas,,Bibliothèque municipale,Foyer rural,31160,Place de la Mairie,,Place de la Mairie 31160 Arbas,,,,Bibliothèque,,05 61 98 18 03,42.995836,0.907489,Place de la Mairie 31160 Arbas,0.94,street,31011_0120,,Place de la Mairie,,31160,Arbas,"31, Haute-Garonne, Occitanie",31011,,,
RH_fiche_89_,Ref_0089,,,31,=31=,Auterive,,Le foyer Auterive,,31190,1 place du Maréchal Leclerc,,1 place du Maréchal Leclerc 31190 Auterive,,,,Centre social,,,43.352866,1.477881,1 Place du Marechal Leclerc 31190 Auterive,0.96,housenumber,31033_0160_00001,1,Place du Marechal Leclerc,,31190,Auterive,"31, Haute-Garonne, Occitanie",31033,,,
RH_fiche_90_,Ref_0090,,,31,=31=,Auterive,,Médiathèque municipale,,31190,780 Route d'Espagne,,780 Route d'Espagne 31190 Auterive,,,,,,05 82 95 45 75,43.337717,1.480148,780 Route d’Espagne 31190 Auterive,0.97,housenumber,31033_0085_00780,780,Route d’Espagne,,31190,Auterive,"31, Haute-Garonne, Occitanie",31033,,,
RH_fiche_91_,Ref_0091,,,31,=31=,Auterive,,Communauté de communes de bassin auterivain,,31190,ZI Robert Lavigne RD 820,,ZI Robert Lavigne RD 820 31190 Auterive,,,collectivité territoriale,,,05 61 50 99 00,43.367104,1.447369,Zone Industrielle Lavigne 31190 Auterive,0.41,street,31033_eiy6p3,,Zone Industrielle Lavigne,,31190,Auterive,"31, Haute-Garonne, Occitanie",31033,,,
RH_fiche_92_,Ref_0092,,,31,=31=,Auterive,,France Service - CC Bassin Auterivain,Communauté de communes,31190,Rd 820 ZI Robert Lavigne,,Rd 820 ZI Robert Lavigne 31190 Auterive,,,collectivité territoriale,,,05 61 50 99 00,43.367104,1.447369,Zone Industrielle Lavigne 31190 Auterive,0.41,street,31033_eiy6p3,,Zone Industrielle Lavigne,,31190,Auterive,"31, Haute-Garonne, Occitanie",31033,,,
RH_fiche_93_,Ref_0093,,,31,=31=,Auterive,,TL ESPACE FIRMIN PONS,COMMUNE AUTERIVE,31190,780 route d'Espagne,,780 route d'Espagne 31190 Auterive,,,collectivité territoriale,,,05.61.50.96.87,43.337717,1.480148,780 Route d’Espagne 31190 Auterive,0.97,housenumber,31033_0085_00780,780,Route d’Espagne,,31190,Auterive,"31, Haute-Garonne, Occitanie",31033,,,
RH_fiche_94_,Ref_0094,,,31,=31=,Bagnères de Luchon,,MJC,,31110,,,31110 Bagnères de Luchon,,,,,,,42.791683,0.589935,Bagnères-de-Luchon,0.94,municipality,31042,,Bagnères-de-Luchon,,31110,Bagnères-de-Luchon,"31, Haute-Garonne, Occitanie",31042,,,
RH_fiche_95_,Ref_0095,,,31,=31=,Escalquens,,Le 100eme singe,,31750,13 avenue de la mairie,,13 avenue de la mairie 31750 Escalquens,,,Association,,,,43.517589,1.55772,13 Avenue de la Mairie 31750 Escalquens,0.96,housenumber,31169_0310_00013,13,Avenue de la Mairie,,31750,Escalquens,"31, Haute-Garonne, Occitanie",31169,,,
RH_fiche_96_,Ref_0096,,,31,=31=,Bessieres,,France Services - Val Aïgo Antenne de Bessières,Communauté de communes Val'Aïgo,31660,26 Place du souvenir,,26 Place du souvenir 31660 Bessieres,,,collectivité territoriale,,,,43.800751,1.606565,26 Place du Souvenir 31660 Bessières,0.95,housenumber,31066_0214_00026,26,Place du Souvenir,,31660,Bessières,"31, Haute-Garonne, Occitanie",31066,,,
RH_fiche_97_,Ref_0097,,,31,=31=,Blagnac,,Mairie de Blagnac,,31700,1 place des Arts,,1 place des Arts 31700 Blagnac,,,collectivité territoriale,,,05 61 71 72 00,43.635319,1.39838,Place des Arts 31700 Blagnac,0.89,locality,31069_0049,,Place des Arts,,31700,Blagnac,"31, Haute-Garonne, Occitanie",31069,,,
RH_fiche_98_,Ref_0098,,,31,=31=,Blagnac,,MJC DES ARTS BLAGNAC,,31700,2 rue de la Croix Blanche,,2 rue de la Croix Blanche 31700 Blagnac,,,ASSOCIATION,,,05 34 26 52 75,43.63351,1.39861,2 Rue de la Croix Blanche 31700 Blagnac,0.96,housenumber,31069_0250_00002,2,Rue de la Croix Blanche,,31700,Blagnac,"31, Haute-Garonne, Occitanie",31069,,,
RH_fiche_99_,Ref_0099,,,31,=31=,Cazères,,Maison Pour tous,,31220,6 rue des Capucins,,6 rue des Capucins 31220 Cazères,,,,Centre social,,,43.20428,1.08388,6 Rue des Capucins 31220 Cazères,0.96,housenumber,31135_0078_00006,6,Rue des Capucins,,31220,Cazères,"31, Haute-Garonne, Occitanie",31135,,,
RH_fiche_100_,Ref_0100,,,31,=31=,Cintegabelle,,Foyer rural « La Gabela »,,31550,mairie,,mairie 31550 Cintegabelle,,,,Foyer rural,,,43.271251,1.558482,Lieu Dit Sainte Marie 31550 Cintegabelle,0.56,street,31145_B257,,Lieu Dit Sainte Marie,,31550,Cintegabelle,"31, Haute-Garonne, Occitanie",31145,,,
RH_fiche_101_,Ref_0101,,,31,=31=,Clarac,,foyer rural Clarac,,31210,Chemin de Sainte Anne,,Chemin de Sainte Anne 31210 Clarac,,,Association,Foyer rural,,05 61 89 70 64,43.097976,0.62331,Chemin de Sainte Anne 31210 Clarac,0.95,street,31147_0038,,Chemin de Sainte Anne,,31210,Clarac,"31, Haute-Garonne, Occitanie",31147,,,
RH_fiche_102_,Ref_0102,,,31,=31=,Colomiers,,Mairie,,31770,,,31770 Colomiers,,,collectivité territoriale,,,,43.609804,1.32962,Colomiers,0.95,municipality,31149,,Colomiers,,31770,Colomiers,"31, Haute-Garonne, Occitanie",31149,,,
RH_fiche_103_,Ref_0103,,,31,=31=,Colomiers,,CCAS,,31770,18 PLACE DU LANGUEDOC,,18 PLACE DU LANGUEDOC 31770 Colomiers,,,collectivité territoriale,,,,43.6109,1.33016,18 Place du Languedoc 31770 Colomiers,0.96,housenumber,31149_0748_00018,18,Place du Languedoc,,31770,Colomiers,"31, Haute-Garonne, Occitanie",31149,,,
RH_fiche_104_,Ref_0104,,,31,=31=,Colomiers,,LA MIJOTEUSE,COMMUNE DE COLOMIERS,31770,Place Joseph Verseille,,Place Joseph Verseille 31770 Colomiers,,,collectivité territoriale,,,06.38.50.65.31.,43.609555,1.339555,Place Joseph Verseille 31770 Colomiers,0.96,street,31149_0728,,Place Joseph Verseille,,31770,Colomiers,"31, Haute-Garonne, Occitanie",31149,,,
RH_fiche_105_,Ref_0105,,,31,=31=,Colomiers,,Point Rencontres Chomeurs Precaires (PRCP),,31770,2 Allée du Vignemale,,2 Allée du Vignemale 31770 Colomiers,,,,,,,43.60514,1.333515,2 Allée du Vignemale 31770 Colomiers,0.96,housenumber,31149_1342_00002,2,Allée du Vignemale,,31770,Colomiers,"31, Haute-Garonne, Occitanie",31149,,,
RH_fiche_106_,Ref_0106,,,31,=31=,Fenouillet,,Association Femmes du Monde,,31150,,,31150 Fenouillet,,,Association,Centre social,,"05 31 48 50 99
06 27 20 24 70",43.684445,1.391525,Fenouillet,0.94,municipality,31182,,Fenouillet,,31150,Fenouillet,"31, Haute-Garonne, Occitanie",31182,,,
RH_fiche_107_,Ref_0107,,,31,=31=,La Salvetat Saint Gilles,,centre social F Chopin,,31880,Rue Frédéric Chopin,,Rue Frédéric Chopin 31880 La Salvetat Saint Gilles,,,,Centre social,,05.34.52.70.96,43.575575,1.273254,Avenue Frederic Chopin 31880 La Salvetat-Saint-Gilles,0.87,street,31526_0061,,Avenue Frederic Chopin,,31880,La Salvetat-Saint-Gilles,"31, Haute-Garonne, Occitanie",31526,,,
RH_fiche_108_,Ref_0108,X,,31,=31=,Labège,,ASSOCIATION IOT VALLEY,,31670,425 rue Jean Rostand,,425 rue Jean Rostand 31670 Labège,,,ASSOCIATION,,,,43.543887,1.511505,425 Rue Jean Rostand 31670 Labège,0.95,housenumber,31254_0227_00425,425,Rue Jean Rostand,,31670,Labège,"31, Haute-Garonne, Occitanie",31254,,,
RH_fiche_109_,Ref_0109,,,31,=31=,Escalquens,,Maison de la Solidarité,,31670,Mairie d'Escalquens Place François Mitterrand,,Mairie d'Escalquens Place François Mitterrand 31670 Escalquens,,,,Centre social,,05 62 71 56 75,43.517864,1.558979,Place Francois Mitterrand 31750 Escalquens,0.58,street,31169_ewvqku,,Place Francois Mitterrand,,31750,Escalquens,"31, Haute-Garonne, Occitanie",31169,,,
RH_fiche_110_,Ref_0110,,,31,=31=,Lagardelle-sur-Lèze,,EVOLFABLAB,,31870,289 route de la fontannasse,,289 route de la fontannasse 31870 Lagardelle-sur-Lèze,,,ASSOCIATION,,,06 20 22 11 48,43.414922,1.396709,289 Route de la Fontanasse 31870 Lagardelle-sur-Lèze,0.94,housenumber,31263_0055_00289,289,Route de la Fontanasse,,31870,Lagardelle-sur-Lèze,"31, Haute-Garonne, Occitanie",31263,,,
RH_fiche_111_,Ref_0111,,,31,=31=,Lagardelle-sur-Lèze,,Mairie,,31870,,,31870 Lagardelle-sur-Lèze,,,,,,,43.413788,1.392278,Lagardelle-sur-Lèze,0.94,municipality,31263,,Lagardelle-sur-Lèze,,31870,Lagardelle-sur-Lèze,"31, Haute-Garonne, Occitanie",31263,,,
RH_fiche_112_,Ref_0112,,,31,=31=,Lagardelle-sur-Lèze,,Médiathèque municipale,,31870,3 Château de Vignaou,,3 Château de Vignaou 31870 Lagardelle-sur-Lèze,,,,,,,43.414512,1.388385,3 Rue du Chateau du Vignaou 31870 Lagardelle-sur-Lèze,0.8,housenumber,31263_0021_00003,3,Rue du Chateau du Vignaou,,31870,Lagardelle-sur-Lèze,"31, Haute-Garonne, Occitanie",31263,,,
RH_fiche_113_,Ref_0113,,,31,=31=,Le Fauga,,Desir informatique faugatien,,31410,1 Place de la HALLE,,1 Place de la HALLE 31410 Le Fauga,,,Association,,,,43.39619,1.295885,1 Place de la Halle 31410 Le Fauga,0.95,housenumber,31181_0036_00001,1,Place de la Halle,,31410,Le Fauga,"31, Haute-Garonne, Occitanie",31181,,,
RH_fiche_114_,Ref_0114,,,31,=31=,Le Fauga,,mairie La Fauga,,31410,1 Place de la Halle,,1 Place de la Halle 31410 Le Fauga,,,collectivité territoriale,,,,43.39619,1.295885,1 Place de la Halle 31410 Le Fauga,0.95,housenumber,31181_0036_00001,1,Place de la Halle,,31410,Le Fauga,"31, Haute-Garonne, Occitanie",31181,,,
RH_fiche_115_,Ref_0115,,,31,=31=,Lespinasse,,PCWORKS31,,31150,2 Allée Pierre-paul Riquet,,2 Allée Pierre-paul Riquet 31150 Lespinasse,,,,,,0954 882 757,43.707551,1.385597,2 Allée Pierre-Paul Riquet 31150 Lespinasse,0.95,housenumber,31293_0169_00002,2,Allée Pierre-Paul Riquet,,31150,Lespinasse,"31, Haute-Garonne, Occitanie",31293,,,
RH_fiche_116_,Ref_0116,,,31,=31=,Lherm,,C N S Communications,,31600,9 Rue de la Foret,,9 Rue de la Foret 31600 Lherm,,,,,,,43.427296,1.211384,9 Rue de la Foret 31600 Lherm,0.96,housenumber,31299_0049_00009,9,Rue de la Foret,,31600,Lherm,"31, Haute-Garonne, Occitanie",31299,,,
RH_fiche_117_,Ref_0117,,,31,=31=,Léguevin,,centre social La Maison des Quartiers,,31490,49 rue Pipet,,49 rue Pipet 31490 Léguevin,,,,Centre social,,05 61 06 90 13,43.600721,1.234607,49 Rue Pipet 31490 Léguevin,0.96,housenumber,31291_0168_00049,49,Rue Pipet,,31490,Léguevin,"31, Haute-Garonne, Occitanie",31291,,,
RH_fiche_118_,Ref_0118,,,31,=31=,Lévignac,,centre social Vallée de la Save,Communauté de communes de la Save au Touch,31530,5 rue de la Mairie,,5 rue de la Mairie 31530 Lévignac,,,,Centre social,,05 62 13 80 20,43.666663,1.194417,5 Rue de la Mairie 31530 Lévignac,0.95,housenumber,31297_0004_00005,5,Rue de la Mairie,,31530,Lévignac,"31, Haute-Garonne, Occitanie",31297,,,
RH_fiche_119_,Ref_0119,,,31,=31=,Merville,,Centre Social de Merville / CCAS,,31330,50 rue du 19 mars 1962,,50 rue du 19 mars 1962 31330 Merville,,,,Centre social,,05 62 13 40 95,43.722019,1.298805,50 Rue du 19 Mars 1962 31330 Merville,0.95,housenumber,31341_0239_00050,50,Rue du 19 Mars 1962,,31330,Merville,"31, Haute-Garonne, Occitanie",31341,,,
RH_fiche_120_,Ref_0120,,,31,=31=,Miremont,,Médiathèque,,31190,Place Carreties,,Place Carreties 31190 Miremont,,,,,,05 61 50 67 05,43.370489,1.416036,Place Carretier 31190 Miremont,0.83,street,31345_0024,,Place Carretier,,31190,Miremont,"31, Haute-Garonne, Occitanie",31345,,,
RH_fiche_121_,Ref_0121,,,31,=31=,Montbrun Bocage,,L'ordinateur facile,,31310,3 rue du Rebarat,,3 rue du Rebarat 31310 Montbrun Bocage,,,Association,,,06 51 91 40 96,43.127457,1.267767,3 Rue du Rebarat 31310 Montbrun-Bocage,0.94,housenumber,31365_0056_00003,3,Rue du Rebarat,,31310,Montbrun-Bocage,"31, Haute-Garonne, Occitanie",31365,,,
RH_fiche_122_,Ref_0122,,,31,=31=,Montrejeau,,SARAPP Montrejeau,,31210,,,31210 Montrejeau,,,,,,05.61.94.59.82,43.085468,0.558922,Montréjeau,0.94,municipality,31390,,Montréjeau,,31210,Montréjeau,"31, Haute-Garonne, Occitanie",31390,,,
RH_fiche_123_,Ref_0123,,,31,=31=,Nailloux,,France Services - CC Terres du Lauragais,Communauté de communes,31560,1 rue de la république,,1 rue de la république 31560 Nailloux,,,collectivité territoriale,,,06 60 94 95 34,43.356585,1.623418,1 Rue de la République 31560 Nailloux,0.96,housenumber,31396_0340_00001,1,Rue de la République,,31560,Nailloux,"31, Haute-Garonne, Occitanie",31396,,,
RH_fiche_124_,Ref_0124,,,31,=31=,Pibrac,,Maison des Initiatives Sociales et Culturelles,,31820,1 Impasse de la Gare,,1 Impasse de la Gare 31820 Pibrac,,,,Centre social,,,43.621325,1.289239,1 Impasse de la Gare 31820 Pibrac,0.96,housenumber,31417_0141_00001,1,Impasse de la Gare,,31820,Pibrac,"31, Haute-Garonne, Occitanie",31417,,,
RH_fiche_125_,Ref_0125,,,31,=31=,Plaisance du Touch,,centre social Sesame,,31830,1 rue des Tilleuls,,1 rue des Tilleuls 31830 Plaisance du Touch,,,,Centre social,,05 62 13 52 57,43.567961,1.296663,1 Rue des Tilleuls 31830 Plaisance-du-Touch,0.96,housenumber,31424_0195_00001,1,Rue des Tilleuls,,31830,Plaisance-du-Touch,"31, Haute-Garonne, Occitanie",31424,,,
RH_fiche_126_,Ref_0126,,,31,=31=,Puydaniel,,Solidarité Numérique CCAS,ASSOCIATION PLANETE SCIENCES OCCITANIE,31190,8 avenue des Pyrénées,,8 avenue des Pyrénées 31190 Puydaniel,,,collectivité territoriale,,,05 61 50 72 44,43.337135,1.429501,8 Avenue des Pyrenees 31190 Puydaniel,0.95,housenumber,31442_0005_00008,8,Avenue des Pyrenees,,31190,Puydaniel,"31, Haute-Garonne, Occitanie",31442,,,
RH_fiche_127_,Ref_0127,,,31,=31=,Ramonville,,"Le PIC : ""Projet Internet et Citoyenneté""",,31520,14 chemin pouciquot,,14 chemin pouciquot 31520 Ramonville,,,Association,,,06 76 08 88 39 ou 06 01 22 32 91,43.551755,1.471748,Chemin Pouciquot 31520 Ramonville-Saint-Agne,0.68,street,31446_0630,,Chemin Pouciquot,,31520,Ramonville-Saint-Agne,"31, Haute-Garonne, Occitanie",31446,,,
RH_fiche_128_,Ref_0128,,,31,=31=,Ramonville,,Le F@bRiquet,,31520,14 rue Hermes,,14 rue Hermes 31520 Ramonville,,,ASSOCIATION,,,05 61 73 10 22,43.550024,1.485155,14 Rue Hermes 31520 Ramonville-Saint-Agne,0.71,housenumber,31446_0306_00014,14,Rue Hermes,,31520,Ramonville-Saint-Agne,"31, Haute-Garonne, Occitanie",31446,,,
RH_fiche_129_,Ref_0129,,,31,=31=,Rieumes,,France Services - CC Cœur de Garonne,Communauté de Communes Cœur de Garonne,31370,2 Place du marché à la volaille,,2 Place du marché à la volaille 31370 Rieumes,,,collectivité territoriale,,,09 67 51 89 96,43.412778,1.119277,2 Place du Marche a la Volaille 31370 Rieumes,0.95,housenumber,31454_0405_00002,2,Place du Marche a la Volaille,,31370,Rieumes,"31, Haute-Garonne, Occitanie",31454,,,
RH_fiche_130_,Ref_0130,,,31,=31=,Toulouse,,Alliances et Cultures MUP,,31000,14 chemin du miral,,14 chemin du miral 31000 Toulouse,,,Association,,,05 61 44 67 63,43.613708,1.445647,14 Rue du Printemps 31000 Toulouse,0.51,housenumber,31555_7140_00014,14,Rue du Printemps,,31000,Toulouse,"31, Haute-Garonne, Occitanie",31555,,,
RH_fiche_131_,Ref_0131,,,31,=31=,Saint Gaudens,,MJC / cyber-base du Saint-Gaudinois,,31800,1 place du maréchal juin,,1 place du maréchal juin 31800 Saint Gaudens,,,Association,,,05 61 94 66 45,43.109176,0.726436,1 Place du Marechal Juin 31800 Saint-Gaudens,0.96,housenumber,31483_0998_00001,1,Place du Marechal Juin,,31800,Saint-Gaudens,"31, Haute-Garonne, Occitanie",31483,,,
RH_fiche_132_,Ref_0132,,,31,=31=,Saint Gaudens,,Club de prévention Saint Gaudens,Conseil Départemental,31800,5 rue de la République,,5 rue de la République 31800 Saint Gaudens,,,collectivité territoriale,club de prévention,,05 61 95 10 66,43.107605,0.721335,5 Rue de la République 31800 Saint-Gaudens,0.97,housenumber,31483_1380_00005,5,Rue de la République,,31800,Saint-Gaudens,"31, Haute-Garonne, Occitanie",31483,,,
RH_fiche_133_,Ref_0133,,,31,=31=,Saint Gaudens,,TIERS LIEUX EN COMMINGES,MAISON DE L AVENIR COMMINGES PYRENEES,31800,1 place Maréchal Juin,,1 place Maréchal Juin 31800 Saint Gaudens,,,ASSOCIATION,,,05.61.94.66.45,43.109176,0.726436,1 Place du Marechal Juin 31800 Saint-Gaudens,0.89,housenumber,31483_0998_00001,1,Place du Marechal Juin,,31800,Saint-Gaudens,"31, Haute-Garonne, Occitanie",31483,,,
